customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,Charges.Daily
0769-WXZYU,,Male,0,False,False,34,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),26.1,980.35,0.87
0771-CHWSK,False,Male,0,False,False,66,True,True,DSL,True,True,True,False,False,True,Two year,True,Credit card (automatic),74.6,4798.4,2.4866666666666664
0771-WLCLA,False,Female,0,True,True,16,True,True,Fiber optic,True,False,True,True,True,True,Month-to-month,True,Electronic check,112.95,1882.55,3.765
0772-GYEQQ,True,Male,0,False,False,3,True,False,Fiber optic,False,False,True,True,True,False,Month-to-month,True,Mailed check,88.35,262.05,2.945
0774-IFUVM,False,Male,0,True,True,11,True,True,DSL,True,False,False,False,True,False,Month-to-month,True,Bank transfer (automatic),65.15,723.35,2.171666666666667
0774-RMNUW,False,Female,0,True,True,71,False,No phone service,DSL,True,True,False,True,True,True,Two year,False,Bank transfer (automatic),59.7,4122.65,1.99
0778-NELLA,True,Male,0,False,False,9,False,No phone service,DSL,False,False,False,False,True,False,Month-to-month,True,Credit card (automatic),34.7,296.1,1.1566666666666667
0780-XNZFN,False,Male,0,False,False,57,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.65,1125.6,0.6883333333333332
0781-LKXBR,True,Male,1,False,False,9,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Electronic check,100.5,918.6,3.35
0784-GTUUK,False,Male,0,True,False,62,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Credit card (automatic),23.75,1446.8,0.7916666666666666
0784-ZQJZX,False,Male,0,False,True,72,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.9,1529.65,0.6633333333333333
0786-IVLAW,False,Female,1,False,False,66,True,True,Fiber optic,False,True,True,False,True,True,One year,False,Bank transfer (automatic),108.1,7238.6,3.603333333333333
0786-VSSUD,True,Male,1,False,False,16,False,No phone service,DSL,False,True,False,False,True,False,Month-to-month,True,Mailed check,39.0,679.85,1.3
0787-LHDYT,False,Male,0,False,False,16,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Credit card (automatic),20.6,330.25,0.6866666666666668
0788-DXBFY,False,Male,0,True,True,58,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Electronic check,19.55,1108.8,0.6516666666666667
0793-TWELN,False,Female,0,False,False,4,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,True,Electronic check,80.15,319.85,2.671666666666667
0794-YVSGE,False,Male,0,True,True,72,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.3,1401.15,0.6766666666666666
0795-GMVQO,False,Male,0,True,False,67,True,True,Fiber optic,True,True,True,False,True,True,One year,False,Credit card (automatic),109.9,7332.4,3.6633333333333336
0795-LAFGP,False,Male,0,True,True,71,True,True,DSL,True,True,True,True,True,True,Two year,False,Electronic check,90.4,6668.05,3.0133333333333336
0795-XCCTE,False,Male,1,False,False,72,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),25.4,1809.35,0.8466666666666666
0799-DDIHE,False,Female,0,True,True,15,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,46.3,639.45,1.5433333333333332
0804-XBFBV,False,Female,0,False,True,11,False,No phone service,DSL,False,False,False,False,False,False,Month-to-month,False,Electronic check,25.2,321.05,0.84
0804-YGEQV,False,Female,0,True,True,43,True,True,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Bank transfer (automatic),24.45,993.15,0.815
0807-ZABDG,True,Female,0,False,True,3,True,False,DSL,True,False,False,True,False,False,Month-to-month,True,Mailed check,55.1,154.65,1.8366666666666667
0810-BDHAW,False,Female,0,True,True,24,True,True,DSL,True,True,False,False,True,True,One year,False,Electronic check,78.4,1832.4,2.6133333333333337
0810-DHDBD,False,Female,0,False,False,52,True,True,DSL,True,False,True,True,True,False,One year,False,Credit card (automatic),74.0,3877.65,2.466666666666667
0811-GSDTP,False,Female,0,False,True,13,False,No phone service,DSL,False,True,False,False,False,False,Month-to-month,False,Electronic check,30.15,382.2,1.005
0812-WUPTB,True,Male,1,True,False,1,True,False,Fiber optic,False,False,False,False,False,False,Month-to-month,False,Mailed check,70.85,70.85,2.3616666666666664
0813-TAXXS,False,Male,0,False,False,55,True,True,DSL,False,False,True,False,True,True,Two year,True,Bank transfer (automatic),77.8,4323.35,2.5933333333333333
0815-MFZGM,False,Female,0,True,False,42,True,False,Fiber optic,False,False,True,True,True,True,Two year,True,Credit card (automatic),99.0,4135.0,3.3
0816-TSPHQ,False,Male,0,False,False,2,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.75,44.2,0.6916666666666667
0817-HSUSE,False,Male,0,False,False,1,True,False,DSL,False,False,True,True,True,True,Month-to-month,True,Electronic check,75.5,75.5,2.5166666666666666
0818-OCPZO,True,Male,1,False,False,27,True,True,Fiber optic,False,True,False,False,False,False,Month-to-month,True,Electronic check,81.45,2122.05,2.7150000000000003
0820-FNRNX,False,Male,0,True,True,17,True,True,DSL,False,True,True,True,False,False,Month-to-month,True,Mailed check,66.7,1077.05,2.2233333333333336
0822-GAVAP,True,Female,0,False,False,2,False,No phone service,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,34.7,62.25,1.1566666666666667
0822-QGCXA,False,Female,1,True,False,27,True,True,DSL,False,True,True,True,True,True,Month-to-month,False,Electronic check,83.85,2310.2,2.795
0823-HSCDJ,True,Male,1,False,False,52,False,No phone service,DSL,False,True,False,False,True,True,Month-to-month,True,Electronic check,49.15,2550.9,1.6383333333333332
0824-VWDPO,False,Female,0,False,False,45,True,True,Fiber optic,True,True,False,False,False,True,One year,False,Bank transfer (automatic),96.75,4442.75,3.225
0825-CPPQH,False,Female,0,True,False,71,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.1,1372.45,0.6366666666666667
0827-ITJPH,False,Male,0,False,False,36,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),18.55,689.0,0.6183333333333334
0829-DDVLK,False,Female,0,False,False,15,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),20.1,302.45,0.67
0829-XXPLX,False,Female,0,False,False,20,True,False,Fiber optic,True,False,True,False,True,False,Month-to-month,True,Bank transfer (automatic),89.4,1871.15,2.98
0831-JNISG,False,Male,0,True,True,71,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.8,1396.25,0.66
0835-DUUIQ,False,Female,0,False,True,24,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),21.05,531.55,0.7016666666666667
0835-JKADZ,False,Female,0,False,False,71,True,True,Fiber optic,False,True,True,True,True,True,Two year,True,Electronic check,111.25,7984.15,3.7083333333333335
0836-SEYLU,True,Male,0,True,False,9,False,No phone service,DSL,False,False,False,True,True,False,Month-to-month,False,Mailed check,40.65,328.95,1.355
0839-JTCUD,False,Female,0,True,True,66,True,True,DSL,True,True,True,True,True,True,Two year,False,Credit card (automatic),89.9,5958.85,2.996666666666667
0839-QNXME,False,Female,0,False,False,30,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),19.4,578.5,0.6466666666666666
0840-DCNZE,False,Male,0,False,False,47,True,False,DSL,True,True,True,True,True,True,One year,True,Bank transfer (automatic),86.95,4138.9,2.8983333333333334
0840-DFEZH,False,Female,0,False,False,7,True,True,Fiber optic,False,False,False,False,False,False,Month-to-month,True,Electronic check,75.35,564.65,2.5116666666666663
0840-JCCUW,,Female,0,True,False,2,True,False,DSL,False,False,False,False,False,False,Month-to-month,True,Electronic check,45.0,89.75,1.5
0841-NULXI,True,Male,0,False,False,1,False,No phone service,DSL,False,False,False,False,False,True,Month-to-month,True,Electronic check,35.55,35.55,1.1849999999999998
0842-IWYCP,False,Female,0,False,False,46,True,False,DSL,False,False,False,False,False,False,Month-to-month,False,Bank transfer (automatic),44.95,2168.9,1.4983333333333335
0843-WTBXE,True,Male,0,False,False,53,True,True,Fiber optic,False,False,False,False,True,False,Month-to-month,False,Bank transfer (automatic),85.45,4517.25,2.8483333333333336
0847-HGRML,False,Male,0,False,True,62,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),20.0,1250.1,0.6666666666666666
0848-SOMKO,False,Male,0,False,False,70,False,No phone service,DSL,True,False,True,True,False,True,Two year,False,Bank transfer (automatic),48.4,3442.8,1.6133333333333333
0848-ZGQIJ,False,Female,0,True,False,16,True,False,Fiber optic,False,True,False,False,True,True,Month-to-month,True,Bank transfer (automatic),94.65,1461.15,3.1550000000000002
0851-DFJKB,False,Female,0,False,False,15,True,False,DSL,True,False,True,True,False,False,Month-to-month,False,Electronic check,58.95,955.15,1.965
0853-NWIFK,False,Female,0,False,False,45,True,False,Fiber optic,True,True,False,False,True,True,One year,True,Electronic check,100.3,4483.95,3.3433333333333333
0853-TWRVK,False,Male,0,True,False,72,True,True,Fiber optic,True,True,True,True,False,True,Two year,False,Bank transfer (automatic),105.6,7581.5,3.52
0854-UYHZD,False,Female,0,True,True,13,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.55,265.3,0.6516666666666667
0856-NAOES,False,Male,0,False,False,6,True,False,DSL,False,False,True,False,True,False,Month-to-month,False,Mailed check,60.9,414.1,2.03
0859-YGKFW,False,Male,0,True,True,18,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.05,345.9,0.6683333333333333
0862-PRCBS,False,Female,0,True,True,68,True,True,Fiber optic,False,True,False,True,True,True,Two year,True,Credit card (automatic),103.75,7039.45,3.4583333333333335
0864-FVJNJ,False,Female,0,True,True,64,True,True,Fiber optic,True,True,True,True,True,True,One year,False,Electronic check,113.35,7222.75,3.7783333333333333
0866-QLSIR,True,Female,0,False,False,34,True,True,DSL,True,True,False,True,False,False,One year,True,Mailed check,64.4,2088.75,2.146666666666667
0867-LDTTC,False,Male,0,False,False,5,True,False,DSL,False,False,True,True,True,True,Month-to-month,False,Bank transfer (automatic),75.15,392.65,2.5050000000000003
0867-MKZVY,True,Female,0,True,False,20,True,True,Fiber optic,True,False,False,False,False,False,Month-to-month,False,Electronic check,82.4,1592.35,2.746666666666667
0868-VJRDR,False,Male,0,True,False,64,True,False,Fiber optic,True,True,False,True,True,True,Two year,True,Credit card (automatic),104.05,6605.55,3.4683333333333333
0869-PAPRP,False,Female,1,True,False,26,True,False,Fiber optic,False,False,True,False,True,False,Month-to-month,True,Credit card (automatic),85.7,2067.0,2.856666666666667
0870-VEMYL,True,Female,0,False,False,5,True,False,DSL,True,False,False,True,False,False,Month-to-month,False,Credit card (automatic),53.85,259.8,1.7950000000000002
0871-OPBXW,False,Female,0,False,False,2,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,True,Mailed check,20.05,39.25,0.6683333333333333
0871-URUWO,True,Male,0,True,False,13,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,True,Credit card (automatic),102.25,1359.0,3.408333333333333
0872-CASZJ,False,Male,0,True,False,59,True,True,DSL,True,False,False,True,False,True,One year,True,Mailed check,69.1,4096.9,2.3033333333333332
0872-JCPIB,False,Male,0,False,False,17,True,True,DSL,True,False,False,False,False,True,Month-to-month,False,Bank transfer (automatic),65.75,1111.2,2.191666666666667
0872-NXJYS,True,Female,0,False,False,9,True,False,Fiber optic,False,False,False,False,False,True,Month-to-month,True,Electronic check,79.55,723.4,2.6516666666666664
0875-CABNR,True,Female,1,False,False,10,True,False,Fiber optic,False,False,True,False,False,True,Month-to-month,True,Credit card (automatic),84.6,865.55,2.82
0876-WDUUZ,True,Female,0,False,False,5,True,False,Fiber optic,False,False,False,True,False,True,Month-to-month,True,Credit card (automatic),85.4,425.9,2.8466666666666667
0877-SDMBN,True,Female,0,False,False,54,True,True,Fiber optic,True,False,True,False,True,True,One year,True,Bank transfer (automatic),103.95,5639.05,3.4650000000000003
0880-FVFWF,False,Male,0,False,False,56,True,True,Fiber optic,True,True,False,False,False,False,Month-to-month,True,Electronic check,86.4,4922.4,2.8800000000000003
0880-TKATG,True,Male,0,True,True,4,True,True,Fiber optic,False,False,True,False,True,True,Month-to-month,False,Electronic check,101.15,385.9,3.371666666666667
0883-EIBTI,True,Female,0,False,False,2,True,False,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.5,31.55,0.65
0885-HMGPY,False,Male,0,False,False,62,True,True,DSL,True,True,True,True,False,False,Two year,False,Bank transfer (automatic),69.4,4237.5,2.3133333333333335
